scenario,step,t,x,y,z,vx,vy,vz,x_used,y_used,z_used,vx_used,vy_used,vz_used,roll,pitch,yaw,p,q,r,ref_x,ref_y,ref_z,err_x,err_y,err_z,err_norm,thrust_cmd,rates_des_x,rates_des_y,rates_des_z,action0,action1,action2,action3,noise_active,dropout_active,dropout_mode,reward
dropout,10,0.05499999999999999,-9.75998763152237e-06,0.0001802852173283264,0.010582603865597276,0.00023827633000765948,0.0005080536714095784,0.0496893118316059,-9.75998763152237e-06,0.0001802852173283264,0.010582603865597276,0.00023827633000765948,0.0005080536714095784,0.0496893118316059,0.0009632536234858594,-0.0007038182514986715,2.6501981901084283e-06,-0.03739430366133912,0.017638488174178034,1.8408100189102895e-05,0.0,0.0,0.16,9.75998763152237e-06,-0.0001802852173283264,0.14941739255812403,0.14941750164182738,0.33111083127872293,-0.00035824193429890883,0.0028083163948789693,-1.0555551637943137e-05,0.7636052,-0.00034209585,0.0026817445,-1.007981e-05,False,False,NONE,-0.1489768990057983
dropout,11,0.05999999999999999,-7.553007980929305e-06,0.00018403649689510877,0.011023211282868867,0.00018785377855555106,0.0003391920359283526,0.04232237164848187,-7.553007980929305e-06,0.00018403649689510877,0.011023211282868867,0.00018785377855555106,0.0003391920359283526,0.04232237164848187,0.000685994333852877,-0.0005431397139902678,2.3318607755577583e-06,-0.025052216033508958,0.013767656281172998,-1.2781283951800544e-05,0.0,0.0,0.16,7.553007980929305e-06,-0.00018403649689510877,0.14897678514085244,0.1489768990057983,0.332985875172157,-0.0001813642404309893,0.0021265968881376265,-9.28803163167935e-06,0.78067094,-0.0001731901,0.0020307505,-8.869417e-06,False,False,NONE,-0.14859918761098134
dropout,12,0.06499999999999999,-6.9294880411041855e-06,0.00018645336497763026,0.011400925949614683,6.530415361671281e-05,0.00019728069360552396,0.03630634781909183,-6.9294880411041855e-06,0.00018645336497763026,0.011400925949614683,6.530415361671281e-05,0.00019728069360552396,0.03630634781909183,0.0005102690839222325,-0.0004900338646249916,3.868010985948964e-06,-0.014287797268908645,0.005396397156641867,0.00016236734769782896,0.0,0.0,0.16,6.9294880411041855e-06,-0.00018645336497763026,0.14859907047410664,0.14859918761098134,0.33453542892544236,-0.0004959937607606623,0.0031987378416005697,-1.5442302500709044e-05,0.7947742,-0.00047363914,0.0030545697,-1.4746312e-05,False,False,NONE,-0.14827392283612614
dropout,13,0.06999999999999999,-6.2153420355159995e-06,0.00018712867535892094,0.011726191800511276,3.369076822657521e-05,5.799218930546885e-07,0.03169123770835766,-6.2153420355159995e-06,0.00018712867535892094,0.011726191800511276,3.369076822657521e-05,5.799218930546885e-07,0.03169123770835766,0.0004937387506766402,-0.0004490458255508637,8.319287140244536e-06,0.006603644747079864,7.326725696103026e-05,0.000872504762241104,0.0,0.0,0.16,6.2153420355159995e-06,-0.00018712867535892094,0.14827380462321005,0.14827392283612614,0.33574171822796806,-0.0027671724743303207,0.0032548993657172095,-3.326820533574194e-05,0.80575323,-0.002642455,0.0031082,-3.1768795e-05,False,False,NONE,-0.1479525014337149
dropout,14,0.075,-6.631242047050713e-06,0.0001860859322086431,0.012047612162615629,-5.279029361425624e-05,-0.00011655557329450666,0.03261550946493732,-6.631242047050713e-06,0.0001860859322086431,0.012047612162615629,-5.279029361425624e-05,-0.00011655557329450666,0.03261550946493732,0.001097250507544323,-0.0008042148827586538,1.9746551041347013e-05,0.08104875990097668,-0.045922326565155894,0.0009419688232768302,0.0,0.0,0.16,6.631242047050713e-06,-0.0001860859322086431,0.14795238426110568,0.1479525014337149,0.3354993189535278,-0.009040521317415964,0.0071613035600912,-7.902662731775522e-05,0.803547,-0.008633062,0.006838541,-7.546487e-05,False,False,NONE,-0.14757608073779424
dropout,15,0.08,-7.670430307439106e-06,0.00018427131571133046,0.012424030930777066,-0.0001252791839432424,-0.0002105814773772445,0.03976225127487797,-7.670430307439106e-06,0.00018427131571133046,0.012424030930777066,-0.0001252791839432424,-0.0002105814773772445,0.03976225127487797,0.0020491915957341184,-0.0015113024398819986,5.7630375348459164e-05,0.09114017280071174,-0.07941279512254613,0.006214402796841607,0.0,0.0,0.16,7.670430307439106e-06,-0.00018427131571133046,0.14757596549294424,0.14757608073779424,0.33360266446700826,-0.017829079356732624,0.013720118504700073,-0.00023070600048457498,0.7862846,-0.017025517,0.013101748,-0.00022030801,False,False,NONE,-0.14708875982579356
dropout,16,0.085,-9.949804163646428e-06,0.0001807289235334004,0.012911347965903269,-0.0002698740856788732,-0.0004110795688398087,0.05206154349674273,-9.949804163646428e-06,0.0001807289235334004,0.012911347965903269,-0.0002698740856788732,-0.0004110795688398087,0.05206154349674273,0.003233718054611597,-0.0021822763551349916,0.00015538084812416014,0.13100787388424895,-0.061588322966806296,0.010751344970389865,0.0,0.0,0.16,9.949804163646428e-06,-0.0001807289235334004,0.14708864845781805,0.14708875982579356,0.33030637662697754,-0.029799119759340048,0.02088505983827151,-0.0006220963437076893,0.75628346,-0.028456064,0.019943763,-0.00059405825,False,False,NONE,-0.14643708463304256
dropout,17,0.09000000000000001,-1.4355498411476803e-05,0.00017420211066692653,0.013563016110109342,-0.0005042867950780252,-0.0007471186876420603,0.06999173627394357,-1.4355498411476803e-05,0.00017420211066692653,0.013563016110109342,-0.0005042867950780252,-0.0007471186876420603,0.06999173627394357,0.00460463213518816,-0.002692140421058713,0.0002537182603313237,0.1298031969868909,-0.04746604767365217,0.009824828684753198,0.0,0.0,0.16,1.4355498411476803e-05,-0.00017420211066692653,0.14643698031361196,0.14643708463304256,0.32546082372624224,-0.04494654103891485,0.027878956692347946,-0.001016080288187172,0.7121817,-0.042920787,0.026622443,-0.0009702852,False,False,NONE,-0.14557136542590424
dropout,18,0.09500000000000001,-2.1668267147337556e-05,0.0001629894307653332,0.014428723856316019,-0.0008122304588169034,-0.001259898811042452,0.09233732894850857,-2.1668267147337556e-05,0.0001629894307653332,0.014428723856316019,-0.0008122304588169034,-0.001259898811042452,0.09233732894850857,0.005570433153555172,-0.0033380901130158846,0.0003247043037705667,0.08330311686490292,-0.06382420647771332,0.0073843043736780325,0.0,0.0,0.16,2.1668267147337556e-05,-0.0001629894307653332,0.1455712725674053,0.14557136542590424,0.3193614544330525,-0.05905377407899507,0.036886777014197056,-0.00130083622270357,0.65666825,-0.0563922,0.035224278,-0.0012422071,False,False,NONE,-0.14445621425344454
dropout,19,0.10000000000000002,-3.2665591509945164e-05,0.00014551548993288368,0.015543859154865919,-0.0012029772598154747,-0.0019199058574317436,0.11820155021440733,-3.2665591509945164e-05,0.00014551548993288368,0.015543859154865919,-0.0012029772598154747,-0.0019199058574317436,0.11820155021440733,0.005654900515775771,-0.004198501415064634,0.00036599997411857827,-0.015639562005142556,-0.09206324416899275,0.0031733379762507144,0.0,0.0,0.16,3.2665591509945164e-05,-0.00014551548993288368,0.1444561372688554,0.14445621425344454,0.3122267313851951,-0.0679571562606643,0.04865550746222793,-0.001466933904030913,0.59173155,-0.0648943,0.046462588,-0.0014008187,False,False,NONE,-0.14305830812378806
dropout,20,0.10500000000000002,-4.836282934667175e-05,0.00012093744060999662,0.016941747593348426,-0.001702879223288772,-0.0026371478731048647,0.14731500088146643,-4.836282934667175e-05,0.00012093744060999662,0.016941747593348426,-0.001702879223288772,-0.0026371478731048647,0.14731500088146643,0.004602284162058285,-0.0052143712168350315,0.00034400428042679807,-0.13453487692337635,-0.09092245010385415,-0.0033328078663024943,0.0,0.0,0.16,4.836282934667175e-05,-0.00012093744060999662,0.14305824883037288,0.14305830812378806,0.304111784487398,-0.06851103878621738,0.06304175482904265,-0.0013798111399648592,0.5178734,-0.06542322,0.06020044,-0.0013176226,False,False,NONE,-0.1413498835909145
dropout,21,0.11000000000000003,-7.01079089348747e-05,8.972874526097616e-05,0.018650158699023305,-0.002341866272728107,-0.003267972774741597,0.17878864839805955,-7.01079089348747e-05,8.972874526097616e-05,0.018650158699023305,-0.002341866272728107,-0.003267972774741597,0.17878864839805955,0.0027405242922796044,-0.005792235071576705,0.0002297753848182987,-0.18799446478544246,-0.041546304858696974,-0.012886431234632775,0.0,0.0,0.16,7.01079089348747e-05,-8.972874526097616e-05,0.141349837724698,0.1413498835909145,0.2952364461953707,-0.06157598127662024,0.07566826738868719,-0.0009234699959929074,0.43709448,-0.05880073,0.07225788,-0.0008818489,False,False,NONE,-0.13931987933421658
dropout,22,0.11500000000000003,-9.898503739487921e-05,5.3833949265117206e-05,0.0206801626541932,-0.0030746646476973775,-0.003676521002158416,0.2111899334042478,-9.898503739487921e-05,5.3833949265117206e-05,0.0206801626541932,-0.0030746646476973775,-0.003676521002158416,0.2111899334042478,0.0009269861958770103,-0.005445859910636484,4.825250459674047e-05,-0.17692151351843374,0.051682167616782966,-0.0194370419031278,0.0,0.0,0.16,9.898503739487921e-05,-5.3833949265117206e-05,0.1393198337695281,0.13931987933421658,0.2859703990989605,-0.052336749028274614,0.08209379756548744,-0.00019749910636816635,0.35275957,-0.049977913,0.0783938,-0.00018859775,False,False,NONE,-0.13696506609407377
dropout,23,0.12000000000000004,-0.00013514286285073256,1.5666760183622192e-05,0.023034997898137264,-0.00379155220804019,-0.00384448117146132,0.2437958908340733,-0.00013514286285073256,1.5666760183622192e-05,0.023034997898137264,-0.00379155220804019,-0.00384448117146132,0.2437958908340733,-0.0005980832069448437,-0.004521714371515211,-0.00020716122491056332,-0.14126816939860107,0.10987318867196,-0.02735085923341703,0.0,0.0,0.16,0.00013514286285073256,-1.5666760183622192e-05,0.13696499852558405,0.13696506609407377,0.27650111522006543,-0.04247773312285696,0.08374605788866316,0.0008246737147233252,0.2665749,-0.040563248,0.0799716,0.0007875054,False,False,NONE,-0.13428873574415134
dropout,24,0.12500000000000003,-0.00017772092859461497,-2.2575716736641747e-05,0.02571138017732809,-0.004400919294455317,-0.0038023033919681493,0.27552046962669824,-0.00017772092859461497,-2.2575716736641747e-05,0.02571138017732809,-0.004400919294455317,-0.0038023033919681493,0.27552046962669824,-0.0018896372142772249,-0.0029408044417089494,-0.0005056931545627881,-0.12700462500442158,0.1757062383095715,-0.02981121277720002,0.0,0.0,0.16,0.00017772092859461497,2.2575716736641747e-05,0.1342886162463932,0.13428873574415134,0.26711407831427025,-0.03191660200113933,0.07886576766121509,0.002020065666218631,0.18113877,-0.03047811,0.07531126,0.0019290206,False,False,NONE,-0.1313012389522112
dropout,25,0.13000000000000003,-0.000225041204372154,-5.910960214848242e-05,0.02869896362924198,-0.004822480101077285,-0.003590735102983356,0.30619257677729206,-0.000225041204372154,-5.910960214848242e-05,0.02869896362924198,-0.004822480101077285,-0.003590735102983356,0.30619257677729206,-0.002974304108514681,-0.0007492602281197969,-0.0008225713668299905,-0.09973765964710073,0.22302784904926187,-0.030865669716638188,0.0,0.0,0.16,0.000225041204372154,5.910960214848242e-05,0.13130103279447933,0.1313012389522112,0.2578584647995257,-0.0209243865035275,0.06682748087177605,0.0032896349437045156,0.0968988,-0.019981317,0.06381554,0.00314137,False,False,NONE,-0.1280317951952135
dropout,26,0.13500000000000004,-0.0002745745533141477,-9.246669488314466e-05,0.031968529043103905,-0.004973251225064423,-0.0032414274400268087,0.333508458769146,-0.0002745745533141477,-9.246669488314466e-05,0.031968529043103905,-0.004973251225064423,-0.0032414274400268087,0.333508458769146,-0.0032307206407617326,0.0017790791632872648,-0.001108144922562531,0.015308290349290193,0.26001576929319653,-0.02706594012430001,0.0,0.0,0.16,0.0002745745533141477,9.246669488314466e-05,0.1280314673806174,0.1280317951952135,0.24935033544427615,-0.014846503683475731,0.048790254593076926,0.004434699528941085,0.01946206,-0.014177367,0.04659126,0.004234826,False,False,NONE,-0.12452506661270732
dropout,27,0.14000000000000004,-0.0003233910090516467,-0.00012185308917135609,0.03547540935362051,-0.004825556938522602,-0.0028405375553554255,0.3560428033114326,-0.0003233910090516467,-0.00012185308917135609,0.03547540935362051,-0.004825556938522602,-0.0028405375553554255,0.3560428033114326,-0.0019256604907275097,0.004043551375371002,-0.001438445891850783,0.16569214031601323,0.22350058084446733,-0.03382155558226798,0.0,0.0,0.16,0.0003233910090516467,0.00012185308917135609,0.1245245870701008,0.12452506661270732,0.2419828408918105,-0.020606021493428092,0.029197714344435577,0.005759499520823719,-0.04759319,-0.019677302,0.027881764,0.005499917,False,False,NONE,-0.12081507155793256
dropout,28,0.14500000000000005,-0.0003686552714234843,-0.00014801555521823165,0.03918557799514703,-0.00440652615015724,-0.002558687300871479,0.37558819642274544,-0.0003686552714234843,-0.00014801555521823165,0.03918557799514703,-0.00440652615015724,-0.002558687300871479,0.37558819642274544,0.000513699753370079,0.006296978755157742,-0.0018370205352112308,0.25920972950408955,0.2223897227104439,-0.0417832818198476,0.0,0.0,0.16,0.0003686552714234843,0.00014801555521823165,0.12081441842857428,0.12081507155793256,0.2353019469674618,-0.03688215185130703,0.006335330909116981,0.007358390645603539,-0.10839935,-0.03521986,0.0060497955,0.0070267455,False,False,NONE,-0.11695061037806946
dropout,29,0.15000000000000005,-0.0004079823036242608,-0.00017325437453220253,0.04305022600426028,-0.0037561591140048258,-0.002536487380259089,0.38976043141542466,-0.0004079823036242608,-0.00017325437453220253,0.04305022600426028,-0.0037561591140048258,-0.002536487380259089,0.38976043141542466,0.003191799097050053,0.00835376819866408,-0.0022949470204041296,0.2609617104020381,0.1942074145570653,-0.046599133543301786,0.0,0.0,0.16,0.0004079823036242608,0.00017325437453220253,0.11694977041946103,0.11695061037806946,0.22995378690494112,-0.05824425772982322,-0.017843974050924902,0.009195833953926143,-0.15707563,-0.05561917,-0.01703974,0.008781374,False,False,NONE,-0.11297260417569668
dropout,30,0.15500000000000005,-0.0004392346365700354,-0.0002004567193565618,0.047028423962874606,-0.002900121270410708,-0.0028041791591654486,0.4001940874496758,-0.0004392346365700354,-0.0002004567193565618,0.047028423962874606,-0.002900121270410708,-0.0028041791591654486,0.4001940874496758,0.005352725103255833,0.009802852109479301,-0.002776089575235074,0.19531100934955797,0.13416571625211465,-0.048999873596639675,0.0,0.0,0.16,0.0004392346365700354,0.0002004567193565618,0.11297157246084671,0.11297260417569668,0.22552890936793224,-0.0790275674429611,-0.03975435555444332,0.011127344397188009,-0.19734865,-0.07546577,-0.03796261,0.010625831,False,False,NONE,-0.10892196884958794
dropout,31,0.16000000000000006,-0.00046090464111011323,-0.00023212379907330689,0.05107925008252004,-0.0019142425492392075,-0.0033028748071777117,0.406395507387066,-0.00046090464111011323,-0.00023212379907330689,0.05107925008252004,-0.0019142425492392075,-0.0033028748071777117,0.406395507387066,0.006670385623606305,0.010584266811514347,-0.0032351698259501806,0.11276960155621456,0.052229628062494406,-0.04577984382242666,0.0,0.0,0.16,0.00046090464111011323,0.00023212379907330689,0.10892074634120127,0.10892196884958794,0.22217503627155016,-0.09591426354224684,-0.05799721138216908,0.012971753324613311,-0.22787392,-0.09159137,-0.055383258,0.012387112,False,False,NONE,-0.10483969601977136
dropout,32,0.16500000000000006,-0.00047222753440215234,-0.00026983132901748903,0.05516171117578483,-0.0008708092699904441,-0.0039339788116115534,0.4085432501506913,-0.00047222753440215234,-0.00026983132901748903,0.05516171117578483,-0.0008708092699904441,-0.0039339788116115534,0.4085432501506913,0.007305968160132072,0.00996377061518031,-0.003683045891174682,0.05077603359149444,-0.11137098679669172,-0.04357007366556405,0.0,0.0,0.16,0.00047222753440215234,0.00026983132901748903,0.10483828524793648,0.10483969601977136,0.21986398731954837,-0.1089975684042024,-0.06581249924854722,0.014772465200239254,-0.24890794,-0.10408501,-0.06284631,0.014106665,False,False,NONE,-0.10076765222099912
dropout,33,0.17000000000000007,-0.000473512128175177,-0.0003142526529123367,0.059233946755855305,0.00010629815285717218,-0.0046128554560275455,0.40642095892998475,-0.000473512128175177,-0.0003142526529123367,0.059233946755855305,0.00010629815285717218,-0.0046128554560275455,0.40642095892998475,0.006976224474273651,0.007836859049622098,-0.004080615335151334,-0.06196993034207485,-0.23310788914872288,-0.036648503087072834,0.0,0.0,0.16,0.000473512128175177,0.0003142526529123367,0.10076604966786601,0.10076765222099912,0.21867139905301308,-0.11498172877110223,-0.06083424832473931,0.01637294451448374,-0.2597623,-0.10979946,-0.058092427,0.01563501,False,False,NONE,-0.0967478656691909
dropout,34,0.17500000000000007,-0.0004665398942412642,-0.0003652676635382575,0.06325394517818023,0.0008737591889057357,-0.005257336953528691,0.4002165097303264,-0.0004665398942412642,-0.0003652676635382575,0.06325394517818023,0.0008737591889057357,-0.005257336953528691,0.4002165097303264,0.005543737067708532,0.005191651051197115,-0.004404323168726238,-0.160906765484213,-0.26478691254009895,-0.028480704309664016,0.0,0.0,0.16,0.0004665398942412642,0.0003652676635382575,0.09674605124554109,0.0967478656691909,0.21856719649241668,-0.11176646670725782,-0.04919192067137289,0.01767878665670517,-0.2607107,-0.10672911,-0.046974823,0.016881999,False,False,NONE,-0.09281862144641824
dropout,35,0.18000000000000008,-0.0004538189445897698,-0.0004217870298315587,0.06718344277470625,0.0013838154306019244,-0.005769852522571771,0.3902362985810005,-0.0004538189445897698,-0.0004217870298315587,0.06718344277470625,0.0013838154306019244,-0.005769852522571771,0.3902362985810005,0.0036301817737778275,0.002358337936325043,-0.004601203032381378,-0.20065537905188022,-0.287786796544281,-0.014619853023617808,0.0,0.0,0.16,0.0004538189445897698,0.0004217870298315587,0.09281655364901506,0.09281862144641824,0.21948861561711117,-0.10312927577256585,-0.032911957903304395,0.018477809118906684,-0.25232437,-0.0984812,-0.031428605,0.017645009,False,False,NONE,-0.08901715135227274
dropout,36,0.18500000000000008,-0.0004379093710165118,-0.000482125235257718,0.07098522784280697,0.001639240654237668,-0.006106768372740458,0.3766188648164349,-0.0004379093710165118,-0.000482125235257718,0.07098522784280697,0.001639240654237668,-0.006106768372740458,0.3766188648164349,0.001813435382887859,-0.0004956354676586844,-0.004655266305002236,-0.18190540563636762,-0.2813761117032483,-0.002327650515472333,0.0,0.0,0.16,0.0004379093710165118,0.000482125235257718,0.08901476858091434,0.08901715135227274,0.22141639385628903,-0.0931520627894751,-0.013341870801302823,0.018705700375152623,-0.2347787,-0.08895367,-0.012740548,0.017862627,False,False,NONE,-0.08536784228364463
dropout,37,0.19000000000000009,-0.0004212663476020457,-0.0005445963249208495,0.07463493070200769,0.0016534400575883837,-0.006280813353158109,0.36084021630791824,-0.0004212663476020457,-0.0005445963249208495,0.07463493070200769,0.0016534400575883837,-0.006280813353158109,0.36084021630791824,1.5628946920817192e-05,-0.002775822478549091,-0.004627943080429476,-0.183752627775168,-0.19805228611288328,0.004964216878717569,0.0,0.0,0.16,0.0004212663476020457,0.0005445963249208495,0.08536506572171362,0.08536784228364463,0.22397534064640862,-0.08135557275140784,0.0046104662464617335,0.018607977334562657,-0.21148846,-0.07768885,0.004402671,0.017769309,False,False,NONE,-0.08189512953627964
dropout,38,0.1950000000000001,-0.0004060161247846633,-0.0006076845021949386,0.07810812801045193,0.0014695742950158,-0.006305841927957355,0.34262512290136926,-0.0004060161247846633,-0.0006076845021949386,0.07810812801045193,0.0014695742950158,-0.006305841927957355,0.34262512290136926,-0.0017957118618977714,-0.003823136447908676,-0.00449349033951037,-0.17761571526290199,-0.0697803094951086,0.015905645075173683,0.0,0.0,0.16,0.0004060161247846633,0.0006076845021949386,0.08189186841326938,0.08189512953627964,0.22724875845368622,-0.06763630735135334,0.015155466908677213,0.018081400096735006,-0.18169545,-0.06458791,0.0144724045,0.017266465,False,False,NONE,-0.07861909707310344
dropout,39,0.2000000000000001,-0.0003934308600181659,-0.0006699426294408946,0.08138473827607096,0.0011841665601191188,-0.006187817624751318,0.32255224087373197,-0.0003934308600181659,-0.0006699426294408946,0.08138473827607096,0.0011841665601191188,-0.006187817624751318,0.32255224087373197,-0.003776195262400532,-0.0037923133991309985,-0.004245176178771972,-0.20350221665295087,0.020081938306586368,0.027284643339665068,0.0,0.0,0.16,0.0003934308600181659,0.0006699426294408946,0.07861525814765036,0.07861909707310344,0.23109446688798596,-0.05080438875072185,0.018353798449147946,0.017098756394228344,-0.14669372,-0.048514616,0.017526586,0.01632811,False,False,NONE,-0.07555386810981395
dropout,40,0.2050000000000001,-0.00038381187706654365,-0.0007299488869664743,0.08445062945469503,0.0008893256016092299,-0.005925450998452047,0.3012286416222074,-0.00038381187706654365,-0.0007299488869664743,0.08445062945469503,0.0008893256016092299,-0.005925450998452047,0.3012286416222074,-0.00618553495332353,-0.0031252956357360065,-0.003910001110108821,-0.2504660689538319,0.08563306031974156,0.035547458814887654,0.0,0.0,0.16,0.00038381187706654365,0.0007299488869664743,0.07554936696902628,0.07555386810981395,0.2353601621725225,-0.028747083299148154,0.016609532726303215,0.015767831122351014,-0.1078695,-0.027451443,0.015860936,0.01505717,False,False,NONE,-0.07270381447643808
